T25,Threatened species,,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
548,Vanuatu,2021,Threatened Species: Invertebrates (number),92,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
548,Vanuatu,2022,Threatened Species: Invertebrates (number),92,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
548,Vanuatu,2004,Threatened Species: Plants (number),10,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
548,Vanuatu,2010,Threatened Species: Plants (number),10,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
548,Vanuatu,2015,Threatened Species: Plants (number),10,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
548,Vanuatu,2019,Threatened Species: Plants (number),10,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
548,Vanuatu,2020,Threatened Species: Plants (number),11,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
548,Vanuatu,2021,Threatened Species: Plants (number),10,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
548,Vanuatu,2022,Threatened Species: Plants (number),15,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
548,Vanuatu,2004,Threatened Species: Total (number),29,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
548,Vanuatu,2010,Threatened Species: Total (number),121,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
548,Vanuatu,2015,Threatened Species: Total (number),137,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
548,Vanuatu,2019,Threatened Species: Total (number),140,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
548,Vanuatu,2020,Threatened Species: Total (number),144,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
548,Vanuatu,2021,Threatened Species: Total (number),150,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
548,Vanuatu,2022,Threatened Species: Total (number),158,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
862,Venezuela (Boliv. Rep. of),2004,Threatened Species: Vertebrates (number),151,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
862,Venezuela (Boliv. Rep. of),2010,Threatened Species: Vertebrates (number),179,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
862,Venezuela (Boliv. Rep. of),2015,Threatened Species: Vertebrates (number),209,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
862,Venezuela (Boliv. Rep. of),2019,Threatened Species: Vertebrates (number),231,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
862,Venezuela (Boliv. Rep. of),2020,Threatened Species: Vertebrates (number),251,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
862,Venezuela (Boliv. Rep. of),2021,Threatened Species: Vertebrates (number),332,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
862,Venezuela (Boliv. Rep. of),2022,Threatened Species: Vertebrates (number),342,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
862,Venezuela (Boliv. Rep. of),2004,Threatened Species: Invertebrates (number),1,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
862,Venezuela (Boliv. Rep. of),2010,Threatened Species: Invertebrates (number),21,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
862,Venezuela (Boliv. Rep. of),2015,Threatened Species: Invertebrates (number),26,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
862,Venezuela (Boliv. Rep. of),2019,Threatened Species: Invertebrates (number),26,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
862,Venezuela (Boliv. Rep. of),2020,Threatened Species: Invertebrates (number),26,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
862,Venezuela (Boliv. Rep. of),2021,Threatened Species: Invertebrates (number),41,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
862,Venezuela (Boliv. Rep. of),2022,Threatened Species: Invertebrates (number),60,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
862,Venezuela (Boliv. Rep. of),2004,Threatened Species: Plants (number),67,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
862,Venezuela (Boliv. Rep. of),2010,Threatened Species: Plants (number),70,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
862,Venezuela (Boliv. Rep. of),2015,Threatened Species: Plants (number),77,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
862,Venezuela (Boliv. Rep. of),2019,Threatened Species: Plants (number),90,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
862,Venezuela (Boliv. Rep. of),2020,Threatened Species: Plants (number),102,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
862,Venezuela (Boliv. Rep. of),2021,Threatened Species: Plants (number),392,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
862,Venezuela (Boliv. Rep. of),2022,Threatened Species: Plants (number),466,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
862,Venezuela (Boliv. Rep. of),2004,Threatened Species: Total (number),219,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
862,Venezuela (Boliv. Rep. of),2010,Threatened Species: Total (number),270,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
862,Venezuela (Boliv. Rep. of),2015,Threatened Species: Total (number),312,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
862,Venezuela (Boliv. Rep. of),2019,Threatened Species: Total (number),347,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
862,Venezuela (Boliv. Rep. of),2020,Threatened Species: Total (number),379,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
862,Venezuela (Boliv. Rep. of),2021,Threatened Species: Total (number),765,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
862,Venezuela (Boliv. Rep. of),2022,Threatened Species: Total (number),868,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
704,Viet Nam,2004,Threatened Species: Vertebrates (number),144,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
704,Viet Nam,2010,Threatened Species: Vertebrates (number),186,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
704,Viet Nam,2015,Threatened Species: Vertebrates (number),239,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
704,Viet Nam,2019,Threatened Species: Vertebrates (number),310,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
704,Viet Nam,2020,Threatened Species: Vertebrates (number),322,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
704,Viet Nam,2021,Threatened Species: Vertebrates (number),357,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
704,Viet Nam,2022,Threatened Species: Vertebrates (number),407,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
704,Viet Nam,2004,Threatened Species: Invertebrates (number),0,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
704,Viet Nam,2010,Threatened Species: Invertebrates (number),92,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
704,Viet Nam,2015,Threatened Species: Invertebrates (number),127,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
704,Viet Nam,2019,Threatened Species: Invertebrates (number),154,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
